"source","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"NTNU-MBV3003-fag_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1189","REA3004","GK","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NTNU-MBV3003-fag_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1189","REA3005","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NTNU-MBV3003-fag_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1189","REA3011","4","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NTNU-MBV3003-fag_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1189","REA3022","GK","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NTNU-MBV3003-fag_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1189","MAT1013","4","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NTNU-MBV3003-fag_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1189","REA3024","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NTNU-MBV3003-fag_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1191","MAT1001","4","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NTNU-MBV3003-fag_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1191","MAT1005","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NTNU-MBV3003-fag_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1192","REA3011","5","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NTNU-MBV3003-fag_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1192","REA3001","5","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NTNU-MBV3003-fag_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1192","REA3003","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NTNU-MBV3003-fag_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1192","REA3002","5","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NTNU-MBV3003-fag_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1192","REA3026","5","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NTNU-MBV3003-fag_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1192","MAT1013","5","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NTNU-MBV3003-fag_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1192","REA3028","-","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NTNU-MBV3003-fag_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1193","MAT1001","2","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NTNU-MBV3003-fag_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1193","MAT1005","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1150","MBVARB","Master i barnevernsarbeid","2023","HØST","Trondheim","IDIDR3","Idrettsfag vg3","ID","Idrettsfag","4","MAT1015","Matematikk 2P","",NA,"","","48,8","48,8","56,8","4","0","100","K","22",NA,NA,"HSGSOB","Bachelor i sosialt arbeid (sosionom)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1151","MBVARB","Master i barnevernsarbeid","2023","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","4","MAT1015","Matematikk 2P","",NA,"","","","36,7","","",NA,NA,"K","25",NA,NA,"BACH_BLU","Bachelor Barnehagelærer (DMMH)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1152","MBV","Master i barnevern","2023","HØST","Trondheim","MDDAN3","Dans vg3","MD","Musikk, dans og drama","5,5","MAT1015","Matematikk 2P","",NA,"","","45,9","45,9","45,9","3","0","0","K","23",NA,NA,"HSGBVB","Bachelor i barnevern (barnevernspedagog)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1153","MBVARB","Master i barnevernsarbeid","2022","HØST","Trondheim","","","","","","","","",NA,"","","","","","3","0","0","M","42",NA,NA,"HSGBVB","Bachelor i barnevern (barnevernspedagog)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1154","MBV","Master i barnevern","2023","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","5,5","MAT1015","Matematikk 2P","",NA,"","","51,5","51,5","51,5","3","0","0","K","23",NA,NA,"HSGBVB","Bachelor i barnevern (barnevernspedagog)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1155","MBVARB","Master i barnevernsarbeid","2023","HØST","Trondheim","F017","Helsesekretær","HS","Helse- og oppvekstfag","0","","","2",NA,"","","","39,2","","",NA,NA,"K","41",NA,NA,"HSGBVB","Bachelor i barnevern (barnevernspedagog)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1156","MBV","Master i barnevern","2023","HØST","Trondheim","PBPBY3","Vg3 påbygging til generell studiekompetanse for yrkesfaglige utdanningsprogram","","","5","MAT1005","Matematikk 2P-Y","",NA,"","","51,4","51,4","51,4","3","0","0","K","22",NA,NA,"HSGBVB","Bachelor i barnevern (barnevernspedagog)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1157","MBV","Master i barnevern","2023","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","3,5","MAT1015","Matematikk 2P","",NA,"","","46,8","46,8","46,8","3","0","0","K","22",NA,NA,"HSGBVB","Bachelor i barnevern (barnevernspedagog)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1158","MBV","Master i barnevern","2023","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","4","REA3022","Matematikk R1","",NA,"","","47,3","46,8","47,3","2","0","0","K","25",NA,NA,"HSGBVB","Bachelor i barnevern (barnevernspedagog)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1159","MBVARB","Master i barnevernsarbeid","2023","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","2","MAT1011","Matematikk 1P","0",NA,"","","","52","","4","0","100","K","22",NA,NA,"HSGSOB","Bachelor i sosialt arbeid (sosionom)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1160","MBV","Master i barnevern","2023","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","5","MAT1015","Matematikk 2P","",NA,"","","41,7","41,7","45,7","4","0","100","K","25",NA,NA,"HSGBVB","Bachelor i barnevern (barnevernspedagog)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1161","MBV","Master i barnevern","2023","HØST","Trondheim","","","","","","","","",NA,"","","","","","2","0","0","K","24",NA,NA,"BBARN","Bachelor i barnevern (HVL)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1162","MBV","Master i barnevern","2023","HØST","Trondheim","STREA3","Realfag vg3","ST","Studiespesialisering","5","REA3028","Matematikk S2","","5","REA3011","Kjemi 1","49,6","47,1","49,6","4","0","100","K","23",NA,NA,"HSGBVB","Bachelor i barnevern (barnevernspedagog)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1163","MBVARB","Master i barnevernsarbeid","2023","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","4","MAT1015","Matematikk 2P","",NA,"","","","45,2","","3","0","0","K","25",NA,NA,"HSGSOB","Bachelor i sosialt arbeid (sosionom)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1164","MBV","Master i barnevern","2023","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","4,7","REA3028","Matematikk S2","",NA,"","","43,5","42,5","49,5","3","0","0","K","25",NA,NA,"BPED","Pedagogikk - bachelorstudium"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1165","MBV","Master i barnevern","2023","HØST","Trondheim","MDDRA3","Drama vg3","MD","Musikk, dans og drama","3,5","MAT1015","Matematikk 2P","",NA,"","","51,3","51,3","53,3","3","0","0","K","23",NA,NA,"HSGBVB","Bachelor i barnevern (barnevernspedagog)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1166","MBV","Master i barnevern","2023","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","5","REA3026","Matematikk S1","",NA,"","","","48","","3","0","0","K","23",NA,NA,"HSGBVB","Bachelor i barnevern (barnevernspedagog)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1167","MBV","Master i barnevern","2023","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","4","MAT1015","Matematikk 2P","",NA,"","","46,9","45,9","46,9","3","0","0","K","23",NA,NA,"HSGBVB","Bachelor i barnevern (barnevernspedagog)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1168","MBV","Master i barnevern","2023","HØST","Trondheim","PBPBY3","Vg3 påbygging til generell studiekompetanse for yrkesfaglige utdanningsprogram","","","5","MAT1005","Matematikk 2P-Y","",NA,"","","51,7","51,7","51,7","3","0","0","K","23",NA,NA,"HSGBVB","Bachelor i barnevern (barnevernspedagog)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1169","MBV","Master i barnevern","2023","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","4","MAT1015","Matematikk 2P","",NA,"","","","41,7","","4","0","100","K","26",NA,NA,"BARNPED","Bachelor i barnevern (NORD)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1170","MBVARB","Master i barnevernsarbeid","2023","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","5","MAT1015","Matematikk 2P","",NA,"","","","50,4","","4","0","100","K","22",NA,NA,"B-BARNEV","Bachelor i barnevern (UIS)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1171","MBVARB","Master i barnevernsarbeid","2022","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","2","MAT1015","Matematikk 2P","",NA,"","","","38,8","","2,86","0","14","K","25",NA,NA,"BACHSOS","BACHELOR I SOSIALT ARBEID (UIT)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1172","MBV","Master i barnevern","2023","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","4","MAT1015","Matematikk 2P","",NA,"","","43,6","43,6","43,6","3","0","0","K","24",NA,NA,"HSGBVB","Bachelor i barnevern (barnevernspedagog)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1173","MBVARB","Master i barnevernsarbeid","2023","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","4,3","REA3028","Matematikk S2","6",NA,"","","54","52,5","54","3","0","0","K","23",NA,NA,"HSGSOB","Bachelor i sosialt arbeid (sosionom)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1174","MBVARB","Master i barnevernsarbeid","2022","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","2,5","MAT1015","Matematikk 2P","",NA,"","","","40","","3","0","40","K","29",NA,NA,"HSGBVB","Bachelor i barnevern (barnevernspedagog)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1175","MBVARB","Master i barnevernsarbeid","2023","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","2,5","MAT1015","Matematikk 2P","",NA,"","","37","37","37","2","0","0","K","23",NA,NA,"BRVL","Rådgivning og voksnes læring - bachelorstudium"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1176","MBV","Master i barnevern","2023","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","5,5","MAT1015","Matematikk 2P","5",NA,"","","","53,5","","3","0","0","K","23",NA,NA,"HSGBVB","Bachelor i barnevern (barnevernspedagog)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1177","MBVARB","Master i barnevernsarbeid","2023","HØST","Trondheim","STREA3","Realfag vg3","ST","Studiespesialisering","5","REA3024","Matematikk R2","",NA,"","","48","45","48","3","0","0","K","23",NA,NA,"HSGVEB","Bachelor i vernepleie"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1178","MBVARB","Master i barnevernsarbeid","2023","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","1,3","MAT1011","Matematikk 1P","",NA,"","","46,2","44,2","46,2","3","0","0","K","23",NA,NA,"SOSBV","Bachelor i sosialt arbeid - sosionom (HVO)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1179","MBVARB","Master i barnevernsarbeid","2023","HØST","Trondheim","PBPBY3","Vg3 påbygging til generell studiekompetanse for yrkesfaglige utdanningsprogram","","","4","MAT1005","Matematikk 2P-Y","",NA,"","","42,9","42,9","52,9","3","0","0","K","23",NA,NA,"B-BARNEV","Bachelor i barnevern (UIS)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1180","MBV","Master i barnevern","2023","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","3","MAT1015","Matematikk 2P","",NA,"","","","39","","4","0","100","K","22",NA,NA,"BVPBV","Bachelor i sosialt arbeid - barnevernspedagog (HVO)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1181","MBVARB","Master i barnevernsarbeid","2023","HØST","Trondheim","PBPBY3","Vg3 påbygging til generell studiekompetanse for yrkesfaglige utdanningsprogram","","","5,5","MAT1005","Matematikk 2P-Y","",NA,"","","","53,3","","3","0","0","K","25",NA,NA,"HSGBVB","Bachelor i barnevern (barnevernspedagog)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1182","MBVARB","Master i barnevernsarbeid","2023","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","2,5","MAT1015","Matematikk 2P","",NA,"","","","38,8","","2,71","0","29","K","25",NA,NA,"BACH_PROF","Bachelor i barnevern (HVL)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1183","MBVARB","Master i barnevernsarbeid","2023","HØST","Trondheim","PBPBY3","Vg3 påbygging til generell studiekompetanse for yrkesfaglige utdanningsprogram","","","5","MAT1005","Matematikk 2P-Y","",NA,"","","44","44","44","3","0","0","K","26",NA,NA,"HSGSOB","Bachelor i sosialt arbeid (sosionom)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1184","MBV","Master i barnevern","2023","HØST","Trondheim","STREA3","Realfag vg3","ST","Studiespesialisering","2,5","MAT1015","Matematikk 2P","3,5","3","REA3011","Kjemi 1","","32,6","","4","0","100","K","26",NA,NA,"BACHBV","BACHELOR I BARNEVERN (UIT)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1185","MBVARB","Master i barnevernsarbeid","2023","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","4","MAT1015","Matematikk 2P","3",NA,"","","33,8","33,3","33,8","2","0","0","K","27",NA,NA,"BA1201-1","Bachelor i pedagogikk med vekt på spesialpedagogikk og interkulturell pedagogikk (NLA)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1186","MBVARB","Master i barnevernsarbeid","2022","HØST","Trondheim","MDMUS3","Musikk vg3","MD","Musikk, dans og drama","4,5","MAT1015","Matematikk 2P","",NA,"","","45,9","45,9","45,9","4,8","0","100","K","24",NA,NA,"HSGBVB","Bachelor i barnevern (barnevernspedagog)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1187","MBVARB","Master i barnevernsarbeid","2023","HØST","Trondheim","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","5","MAT1015","Matematikk 2P","",NA,"","","50","50","50","3","0","0","K","23",NA,NA,"HSGBVB","Bachelor i barnevern (barnevernspedagog)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1188","MBVARB","Master i barnevernsarbeid","2023","HØST","Trondheim","PBPBY3","Vg3 påbygging til generell studiekompetanse for yrkesfaglige utdanningsprogram","","","5,7","MAT1005","Matematikk 2P-Y","5",NA,"","","52,2","51,7","52,2","3","0","0","K","23",NA,NA,"HSGSOB","Bachelor i sosialt arbeid (sosionom)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1189","MBV","Master i barnevern","2023","HØST","Trondheim","STREA3","Realfag vg3","ST","Studiespesialisering","2,3","REA3024","Matematikk R2","","4","REA3011","Kjemi 1","46,8","42,8","46,8","3","0","0","M","26",NA,NA,"HSGBVB","Bachelor i barnevern (barnevernspedagog)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1190","MBVARB","Master i barnevernsarbeid","2022","HØST","Trondheim","","","","","","","","",NA,"","","","","","2","0","0","M","35",NA,NA,"HSGBVB","Bachelor i barnevern (barnevernspedagog)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1191","MBVARB","Master i barnevernsarbeid","2022","HØST","Trondheim","PBPBY3","Vg3 påbygging til generell studiekompetanse for yrkesfaglige utdanningsprogram","","","4","MAT1005","Matematikk 2P-Y","",NA,"","","","45,6","","3,14","0","43","K","23",NA,NA,"HBU05","Bachelor i barnevern (OSLOMET)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1192","MBVARB","Master i barnevernsarbeid","2023","HØST","Trondheim","STREA3","Realfag vg3","ST","Studiespesialisering","4","REA3028","Matematikk S2","3,3","6","REA3011","Kjemi 1","48,7","46,2","48,7","3","0","0","K","22",NA,NA,"BACSOSHIØ","Bachelor i sosialt arbeid (HIØ)"
"NTNU-MBV3003_cleaned","194","MBV3003","1","SKRIFTLIG1","2023","12","1193","MBVARB","Master i barnevernsarbeid","2022","HØST","Trondheim","PBPBY3","Vg3 påbygging til generell studiekompetanse for yrkesfaglige utdanningsprogram","","","2","MAT1005","Matematikk 2P-Y","",NA,"","","","29,2","","2,71","0","14","M","28",NA,NA,"BACHBV","BACHELOR I BARNEVERN (UIT)"
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1650","MAT1001","4","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1650","MAT1005","2","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1650","MAT1105","-","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1651","REA3022","2","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1651","REA3001","5","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1651","MAT1013","2","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1651","REA3011","3","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1651","REA3012","3","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1652","MAT1015","5","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1652","MAT1011","5","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1654","MAT1005","4","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1654","MAT1001","5","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1655","MAT1015","5","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1655","MAT1011","5","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1656","MAT1015","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1656","MAT1011","4","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1656","REA3001","5","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1657","MAT1015","5","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1657","MAT1011","5","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1658","MAT1015","3","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1658","MAT1011","3","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1658","REA3001","-","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1659","MAT1011","4","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1659","MAT1015","5","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSLOMET-SBV4200-fag_cleaned","215","SBV4200","1","1","2023","HØST","1660","MAT1015","5","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
