"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
215,"SBV4200",1,1,2023,"HØST",1667,"MSBH","Masterstudium i sosialfag - studieretning barnevern",2023,"HØST","Pilestredet","IDIDR3","Idrettsfag vg3","ID","Idrettsfag","5","MAT1015","Matematikk 2P","",NA,"","","47,1","47,1","47,1","5",0,100,"M",25,NA,1,"BVUH","Bachelorstudium i barnevern"
215,"SBV4200",1,1,2023,"HØST",1668,"MSBH","Masterstudium i sosialfag - studieretning barnevern",2023,"HØST","Pilestredet","","","","","","","","",NA,"","","","","","4",0,100,"K",22,NA,1,"B-BARNEV","Bachelor i barnevern (UIS)"
215,"SBV4200",1,1,2023,"HØST",1669,"MSBH","Masterstudium i sosialfag - studieretning barnevern",2023,"HØST","Pilestredet","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","4,5","MAT1015","Matematikk 2P","",NA,"","","","45,4","","3",0,0,"K",26,NA,1,"BVUH","Bachelorstudium i barnevern"
215,"SBV4200",1,1,2023,"HØST",1670,"MSBH","Masterstudium i sosialfag - studieretning barnevern",2023,"HØST","Pilestredet","PBPBY3","Vg3 påbygging til generell studiekompetanse for yrkesfaglige utdanningsprogram","","","3,5","MAT1005","Matematikk 2P-Y","",NA,"","","41,8","41,3","41,8","5",0,100,"K",24,NA,1,"BACBVPHIØ","Bachelor i barnevern (HIØ)"
215,"SBV4200",1,1,2023,"HØST",1671,"MSBH","Masterstudium i sosialfag - studieretning barnevern",2023,"HØST","Pilestredet","PBPBY4","Fag for studiekompetanse","","","3","MAT1015","Matematikk 2P","",NA,"","","","48,2","","5",0,100,"K",23,NA,1,"BACHBARN","Bachelor i barnevern (HINN)"
215,"SBV4200",1,1,2023,"HØST",1672,"MSBH","Masterstudium i sosialfag - studieretning barnevern",2023,"HØST","Pilestredet","IDIDR3","Idrettsfag vg3","ID","Idrettsfag","4","MAT1015","Matematikk 2P","",NA,"","","","42,5","","3",0,0,"K",24,NA,1,"BACBVPHIØ","Bachelor i barnevern (HIØ)"
215,"SBV4200",1,1,2023,"HØST",1673,"MSBH","Masterstudium i sosialfag - studieretning barnevern",2023,"HØST","Pilestredet","","","","","","","","",NA,"","","","","","2",0,0,"K",46,NA,0,"BVUH","Bachelorstudium i barnevern"
215,"SBV4200",1,1,2023,"HØST",1674,"MSBD","Masterstudium i sosialfag - studieretning barnevern, deltid",2023,"HØST","Pilestredet","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","1,7","REA3028","Matematikk S2","",NA,"","","","32","","2",0,0,"K",31,NA,1,"BACHBV","BACHELOR I BARNEVERN (UIT)"
215,"SBV4200",1,1,2023,"HØST",1675,"MSBD","Masterstudium i sosialfag - studieretning barnevern, deltid",2023,"HØST","Pilestredet","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","5","MAT1015","Matematikk 2P","",NA,"","","","46,3","","5",0,100,"K",23,NA,1,"BVUH","Bachelorstudium i barnevern"
215,"SBV4200",1,1,2023,"HØST",1676,"MSBD","Masterstudium i sosialfag - studieretning barnevern, deltid",2023,"HØST","Pilestredet","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","2,7","REA3028","Matematikk S2","",NA,"","","","36,8","","3",0,0,"K",28,NA,1,"BACBVPHIØ","Bachelor i barnevern (HIØ)"
